"x"
"119"	"ADP CONJ DET"
"120"	"ADP CONJ NOUN"
"121"	"ADP CONJ PRON"
"122"	"ADP DET ADJ"
"123"	"ADP DET ADP"
"124"	"ADP DET ADV"
"125"	"ADP DET CONJ"
"126"	"ADP DET DET"
"127"	"ADP DET NOUN"
"128"	"ADP DET NUM"
"129"	"ADP DET PRON"
"130"	"ADP DET PRT"
"131"	"ADP DET VERB"
"132"	"ADP NOUN ADJ"
"133"	"ADP NOUN ADP"
"134"	"ADP NOUN ADV"
"135"	"ADP NOUN CONJ"
"136"	"ADP NOUN DET"
"137"	"ADP NOUN NOUN"
"138"	"ADP NOUN NUM"
"139"	"ADP NOUN PRON"
"140"	"ADP NOUN PRT"
"141"	"ADP NOUN VERB"
"142"	"ADP NUM ADJ"
"143"	"ADP NUM ADP"
"144"	"ADP NUM ADV"
"145"	"ADP NUM CONJ"
"146"	"ADP NUM DET"
"147"	"ADP NUM NOUN"
"148"	"ADP NUM NUM"
"149"	"ADP NUM PRON"
"150"	"ADP NUM PRT"
"151"	"ADP NUM VERB"
"152"	"ADP PRON ADJ"
"153"	"ADP PRON ADP"
"154"	"ADP PRON ADV"
"155"	"ADP PRON CONJ"
"156"	"ADP PRON DET"
"157"	"ADP PRON NOUN"
"158"	"ADP PRON NUM"
"159"	"ADP PRON PRON"
"160"	"ADP PRON PRT"
"161"	"ADP PRON VERB"
"162"	"ADP PRT ADJ"
"163"	"ADP PRT ADV"
"164"	"ADP PRT CONJ"
"165"	"ADP PRT VERB"
"166"	"ADP VERB ADP"
"167"	"ADP VERB ADV"
"168"	"ADP VERB CONJ"
"169"	"ADP VERB NOUN"
"170"	"ADP VERB PRON"
"171"	"ADP VERB PRT"
"172"	"ADP VERB VERB"
"173"	"ADV ADJ ADJ"
"174"	"ADV ADJ ADP"
"175"	"ADV ADJ ADV"
"176"	"ADV ADJ CONJ"
"177"	"ADV ADJ DET"
"178"	"ADV ADJ NOUN"
"179"	"ADV ADJ NUM"
"180"	"ADV ADJ PRON"
"181"	"ADV ADJ PRT"
"182"	"ADV ADJ VERB"
"183"	"ADV ADP ADJ"
"184"	"ADV ADP ADP"
"185"	"ADV ADP ADV"
"186"	"ADV ADP CONJ"
"187"	"ADV ADP DET"
"188"	"ADV ADP NOUN"
"189"	"ADV ADP NUM"
"190"	"ADV ADP PRON"
"191"	"ADV ADP PRT"
"192"	"ADV ADP VERB"
"193"	"ADV ADV ADJ"
"194"	"ADV ADV ADP"
"195"	"ADV ADV ADV"
"196"	"ADV ADV CONJ"
"197"	"ADV ADV DET"
"198"	"ADV ADV NOUN"
"199"	"ADV ADV NUM"
"200"	"ADV ADV PRON"
"201"	"ADV ADV PRT"
"202"	"ADV ADV VERB"
"203"	"ADV CONJ ADJ"
"204"	"ADV CONJ ADP"
"205"	"ADV CONJ ADV"
"206"	"ADV CONJ CONJ"
"207"	"ADV CONJ DET"
"208"	"ADV CONJ NOUN"
"209"	"ADV CONJ NUM"
"210"	"ADV CONJ PRON"
"211"	"ADV CONJ PRT"
"212"	"ADV CONJ VERB"
"213"	"ADV DET ADJ"
"214"	"ADV DET ADP"
"215"	"ADV DET ADV"
"216"	"ADV DET DET"
"217"	"ADV DET NOUN"
"218"	"ADV DET NUM"
"219"	"ADV DET PRON"
"220"	"ADV DET PRT"
"221"	"ADV DET VERB"
"222"	"ADV NOUN ADJ"
"223"	"ADV NOUN ADP"
"224"	"ADV NOUN ADV"
"225"	"ADV NOUN CONJ"
"226"	"ADV NOUN DET"
"227"	"ADV NOUN NOUN"
"228"	"ADV NOUN NUM"
"229"	"ADV NOUN PRON"
"230"	"ADV NOUN PRT"
"231"	"ADV NOUN VERB"
"232"	"ADV NUM ADJ"
"233"	"ADV NUM ADP"
"234"	"ADV NUM ADV"
"235"	"ADV NUM CONJ"
"236"	"ADV NUM DET"
"237"	"ADV NUM NOUN"
"238"	"ADV NUM NUM"
"239"	"ADV NUM PRON"
"240"	"ADV NUM VERB"
"241"	"ADV PRON ADJ"
"242"	"ADV PRON ADP"
"243"	"ADV PRON ADV"
"244"	"ADV PRON CONJ"
"245"	"ADV PRON DET"
"246"	"ADV PRON NOUN"
"247"	"ADV PRON NUM"
"248"	"ADV PRON PRON"
"249"	"ADV PRON PRT"
"250"	"ADV PRON VERB"
"251"	"ADV PRT ADJ"
"252"	"ADV PRT ADP"
"253"	"ADV PRT ADV"
"254"	"ADV PRT CONJ"
"255"	"ADV PRT DET"
"256"	"ADV PRT NOUN"
"257"	"ADV PRT PRON"
"258"	"ADV PRT PRT"
"259"	"ADV PRT VERB"
"260"	"ADV VERB ADJ"
"261"	"ADV VERB ADP"
"262"	"ADV VERB ADV"
"263"	"ADV VERB CONJ"
"264"	"ADV VERB DET"
"265"	"ADV VERB NOUN"
"266"	"ADV VERB NUM"
"267"	"ADV VERB PRON"
"268"	"ADV VERB PRT"
"269"	"ADV VERB VERB"
"270"	"CONJ ADJ ADJ"
"271"	"CONJ ADJ ADP"
"272"	"CONJ ADJ ADV"
"273"	"CONJ ADJ CONJ"
"274"	"CONJ ADJ DET"
"275"	"CONJ ADJ NOUN"
"276"	"CONJ ADJ PRON"
"277"	"CONJ ADJ PRT"
"278"	"CONJ ADJ VERB"
"279"	"CONJ ADP ADJ"
"280"	"CONJ ADP ADV"
"281"	"CONJ ADP DET"
"282"	"CONJ ADP NOUN"
"283"	"CONJ ADP NUM"
"284"	"CONJ ADP PRON"
"285"	"CONJ ADP VERB"
"286"	"CONJ ADV ADJ"
"287"	"CONJ ADV ADP"
"288"	"CONJ ADV ADV"
"289"	"CONJ ADV CONJ"
"290"	"CONJ ADV DET"
"291"	"CONJ ADV NOUN"
"292"	"CONJ ADV NUM"
"293"	"CONJ ADV PRON"
"294"	"CONJ ADV PRT"
"295"	"CONJ ADV VERB"
"296"	"CONJ CONJ ADJ"
"297"	"CONJ CONJ ADP"
"298"	"CONJ CONJ ADV"
"299"	"CONJ CONJ DET"
"300"	"CONJ CONJ NOUN"
"301"	"CONJ CONJ PRON"
"302"	"CONJ CONJ PRT"
"303"	"CONJ CONJ VERB"
"304"	"CONJ DET ADJ"
"305"	"CONJ DET ADP"
"306"	"CONJ DET ADV"
"307"	"CONJ DET DET"
"308"	"CONJ DET NOUN"
"309"	"CONJ DET NUM"
"310"	"CONJ DET PRON"
"311"	"CONJ DET PRT"
"312"	"CONJ DET VERB"
"313"	"CONJ NOUN ADJ"
"314"	"CONJ NOUN ADP"
"315"	"CONJ NOUN ADV"
"316"	"CONJ NOUN CONJ"
"317"	"CONJ NOUN DET"
"318"	"CONJ NOUN NOUN"
"319"	"CONJ NOUN NUM"
"320"	"CONJ NOUN PRON"
"321"	"CONJ NOUN PRT"
"322"	"CONJ NOUN VERB"
"323"	"CONJ NUM ADJ"
"324"	"CONJ NUM ADP"
"325"	"CONJ NUM ADV"
"326"	"CONJ NUM CONJ"
"327"	"CONJ NUM DET"
"328"	"CONJ NUM NOUN"
"329"	"CONJ NUM NUM"
"330"	"CONJ NUM PRON"
"331"	"CONJ NUM VERB"
"332"	"CONJ PRON ADJ"
"333"	"CONJ PRON ADP"
"334"	"CONJ PRON ADV"
"335"	"CONJ PRON CONJ"
"336"	"CONJ PRON DET"
"337"	"CONJ PRON NOUN"
"338"	"CONJ PRON NUM"
"339"	"CONJ PRON PRON"
"340"	"CONJ PRON PRT"
"341"	"CONJ PRON VERB"
"342"	"CONJ PRT ADJ"
"343"	"CONJ PRT ADP"
"344"	"CONJ PRT ADV"
"345"	"CONJ PRT CONJ"
"346"	"CONJ PRT DET"
"347"	"CONJ PRT NOUN"
"348"	"CONJ PRT PRON"
"349"	"CONJ PRT PRT"
"350"	"CONJ PRT VERB"
"351"	"CONJ VERB ADJ"
"352"	"CONJ VERB ADP"
"353"	"CONJ VERB ADV"
"354"	"CONJ VERB CONJ"
"355"	"CONJ VERB DET"
"356"	"CONJ VERB NOUN"
"357"	"CONJ VERB NUM"
"358"	"CONJ VERB PRON"
"359"	"CONJ VERB PRT"
"360"	"CONJ VERB VERB"
"361"	"DET ADJ ADJ"
"362"	"DET ADJ ADP"
"363"	"DET ADJ ADV"
"364"	"DET ADJ CONJ"
"365"	"DET ADJ DET"
"366"	"DET ADJ NOUN"
"367"	"DET ADJ NUM"
"368"	"DET ADJ PRON"
"369"	"DET ADJ PRT"
"370"	"DET ADJ VERB"
"371"	"DET ADP ADJ"
"372"	"DET ADP ADV"
"373"	"DET ADP DET"
"374"	"DET ADP NOUN"
"375"	"DET ADP NUM"
"376"	"DET ADP PRON"
"377"	"DET ADV ADJ"
"378"	"DET ADV ADP"
"379"	"DET ADV ADV"
"380"	"DET ADV CONJ"
"381"	"DET ADV DET"
"382"	"DET ADV NOUN"
"383"	"DET ADV NUM"
"384"	"DET ADV PRON"
"385"	"DET ADV PRT"
"386"	"DET ADV VERB"
"387"	"DET CONJ ADJ"
"388"	"DET CONJ ADV"
"389"	"DET CONJ DET"
"390"	"DET CONJ NUM"
"391"	"DET CONJ PRON"
"392"	"DET CONJ VERB"
"393"	"DET DET ADJ"
"394"	"DET DET ADP"
"395"	"DET DET CONJ"
"396"	"DET DET NOUN"
"397"	"DET DET PRON"
"398"	"DET DET VERB"
"399"	"DET NOUN ADJ"
"400"	"DET NOUN ADP"
"401"	"DET NOUN ADV"
"402"	"DET NOUN CONJ"
"403"	"DET NOUN DET"
"404"	"DET NOUN NOUN"
"405"	"DET NOUN NUM"
"406"	"DET NOUN PRON"
"407"	"DET NOUN PRT"
"408"	"DET NOUN VERB"
"409"	"DET NUM ADJ"
"410"	"DET NUM NOUN"
"411"	"DET NUM NUM"
"412"	"DET PRON ADJ"
"413"	"DET PRON ADP"
"414"	"DET PRON ADV"
"415"	"DET PRON CONJ"
"416"	"DET PRON DET"
"417"	"DET PRON NOUN"
"418"	"DET PRON PRON"
"419"	"DET PRON PRT"
"420"	"DET PRON VERB"
"421"	"DET PRT ADJ"
"422"	"DET PRT ADP"
"423"	"DET PRT ADV"
"424"	"DET PRT CONJ"
"425"	"DET PRT PRON"
"426"	"DET PRT PRT"
"427"	"DET PRT VERB"
"428"	"DET VERB ADJ"
"429"	"DET VERB ADP"
"430"	"DET VERB ADV"
"431"	"DET VERB CONJ"
"432"	"DET VERB DET"
"433"	"DET VERB NOUN"
"434"	"DET VERB PRON"
"435"	"DET VERB PRT"
"436"	"DET VERB VERB"
"437"	"NOUN ADJ ADJ"
"438"	"NOUN ADJ ADP"
"439"	"NOUN ADJ ADV"
"440"	"NOUN ADJ CONJ"
"441"	"NOUN ADJ DET"
"442"	"NOUN ADJ NOUN"
"443"	"NOUN ADJ NUM"
"444"	"NOUN ADJ PRON"
"445"	"NOUN ADJ PRT"
"446"	"NOUN ADJ VERB"
"447"	"NOUN ADP ADJ"
"448"	"NOUN ADP ADP"
"449"	"NOUN ADP ADV"
"450"	"NOUN ADP CONJ"
"451"	"NOUN ADP DET"
"452"	"NOUN ADP NOUN"
"453"	"NOUN ADP NUM"
"454"	"NOUN ADP PRON"
"455"	"NOUN ADP PRT"
"456"	"NOUN ADP VERB"
"457"	"NOUN ADV ADJ"
"458"	"NOUN ADV ADP"
"459"	"NOUN ADV ADV"
"460"	"NOUN ADV CONJ"
"461"	"NOUN ADV DET"
"462"	"NOUN ADV NOUN"
"463"	"NOUN ADV NUM"
"464"	"NOUN ADV PRON"
"465"	"NOUN ADV PRT"
"466"	"NOUN ADV VERB"
"467"	"NOUN CONJ ADJ"
"468"	"NOUN CONJ ADP"
"469"	"NOUN CONJ ADV"
"470"	"NOUN CONJ CONJ"
"471"	"NOUN CONJ DET"
"472"	"NOUN CONJ NOUN"
"473"	"NOUN CONJ NUM"
"474"	"NOUN CONJ PRON"
"475"	"NOUN CONJ PRT"
"476"	"NOUN CONJ VERB"
"477"	"NOUN DET ADJ"
"478"	"NOUN DET ADP"
"479"	"NOUN DET ADV"
"480"	"NOUN DET CONJ"
"481"	"NOUN DET DET"
"482"	"NOUN DET NOUN"
"483"	"NOUN DET NUM"
"484"	"NOUN DET PRON"
"485"	"NOUN DET PRT"
"486"	"NOUN DET VERB"
"487"	"NOUN NOUN ADJ"
"488"	"NOUN NOUN ADP"
"489"	"NOUN NOUN ADV"
"490"	"NOUN NOUN CONJ"
"491"	"NOUN NOUN DET"
"492"	"NOUN NOUN NOUN"
"493"	"NOUN NOUN NUM"
"494"	"NOUN NOUN PRON"
"495"	"NOUN NOUN PRT"
"496"	"NOUN NOUN VERB"
"497"	"NOUN NUM ADJ"
"498"	"NOUN NUM ADP"
"499"	"NOUN NUM ADV"
"500"	"NOUN NUM CONJ"
"501"	"NOUN NUM DET"
"502"	"NOUN NUM NOUN"
"503"	"NOUN NUM NUM"
"504"	"NOUN NUM PRON"
"505"	"NOUN NUM PRT"
"506"	"NOUN NUM VERB"
"507"	"NOUN PRON ADJ"
"508"	"NOUN PRON ADP"
"509"	"NOUN PRON ADV"
"510"	"NOUN PRON CONJ"
"511"	"NOUN PRON DET"
"512"	"NOUN PRON NOUN"
"513"	"NOUN PRON NUM"
"514"	"NOUN PRON PRON"
"515"	"NOUN PRON PRT"
"516"	"NOUN PRON VERB"
"517"	"NOUN PRT ADJ"
"518"	"NOUN PRT ADP"
"519"	"NOUN PRT ADV"
"520"	"NOUN PRT CONJ"
"521"	"NOUN PRT DET"
"522"	"NOUN PRT NOUN"
"523"	"NOUN PRT PRON"
"524"	"NOUN PRT PRT"
"525"	"NOUN PRT VERB"
"526"	"NOUN VERB ADJ"
"527"	"NOUN VERB ADP"
"528"	"NOUN VERB ADV"
"529"	"NOUN VERB CONJ"
"530"	"NOUN VERB DET"
"531"	"NOUN VERB NOUN"
"532"	"NOUN VERB NUM"
"533"	"NOUN VERB PRON"
"534"	"NOUN VERB PRT"
"535"	"NOUN VERB VERB"
"536"	"NUM ADJ ADJ"
"537"	"NUM ADJ ADP"
"538"	"NUM ADJ NOUN"
"539"	"NUM ADJ PRON"
"540"	"NUM ADJ VERB"
"541"	"NUM ADP ADJ"
"542"	"NUM ADP ADP"
"543"	"NUM ADP DET"
"544"	"NUM ADP NOUN"
"545"	"NUM ADP NUM"
"546"	"NUM ADP PRON"
"547"	"NUM ADV ADJ"
"548"	"NUM ADV ADP"
"549"	"NUM ADV ADV"
"550"	"NUM ADV DET"
"551"	"NUM ADV NOUN"
"552"	"NUM ADV NUM"
"553"	"NUM ADV VERB"
"554"	"NUM CONJ ADP"
"555"	"NUM CONJ ADV"
"556"	"NUM CONJ DET"
"557"	"NUM CONJ NOUN"
"558"	"NUM CONJ NUM"
"559"	"NUM CONJ PRON"
"560"	"NUM CONJ VERB"
"561"	"NUM DET ADJ"
"562"	"NUM DET NOUN"
"563"	"NUM DET PRON"
"564"	"NUM NOUN ADJ"
"565"	"NUM NOUN ADP"
"566"	"NUM NOUN ADV"
"567"	"NUM NOUN CONJ"
"568"	"NUM NOUN DET"
"569"	"NUM NOUN NOUN"
"570"	"NUM NOUN NUM"
"571"	"NUM NOUN PRON"
"572"	"NUM NOUN PRT"
"573"	"NUM NOUN VERB"
"574"	"NUM NUM CONJ"
"575"	"NUM NUM NOUN"
"576"	"NUM NUM NUM"
"577"	"NUM NUM VERB"
"578"	"NUM PRON ADJ"
"579"	"NUM PRON ADP"
"580"	"NUM PRON ADV"
"581"	"NUM PRON NOUN"
"582"	"NUM PRON PRON"
"583"	"NUM PRON PRT"
"584"	"NUM PRON VERB"
"585"	"NUM PRT ADJ"
"586"	"NUM PRT ADP"
"587"	"NUM PRT ADV"
"588"	"NUM PRT NUM"
"589"	"NUM PRT PRON"
"590"	"NUM PRT VERB"
"591"	"NUM VERB ADJ"
"592"	"NUM VERB ADP"
"593"	"NUM VERB ADV"
"594"	"NUM VERB CONJ"
"595"	"NUM VERB DET"
"596"	"NUM VERB PRON"
"597"	"NUM VERB PRT"
"598"	"NUM VERB VERB"
"599"	"PRON ADJ ADJ"
"600"	"PRON ADJ ADP"
"601"	"PRON ADJ ADV"
"602"	"PRON ADJ CONJ"
"603"	"PRON ADJ DET"
"604"	"PRON ADJ NOUN"
"605"	"PRON ADJ NUM"
"606"	"PRON ADJ PRON"
"607"	"PRON ADJ PRT"
"608"	"PRON ADJ VERB"
"609"	"PRON ADP ADJ"
"610"	"PRON ADP ADP"
"611"	"PRON ADP ADV"
"612"	"PRON ADP CONJ"
"613"	"PRON ADP DET"
"614"	"PRON ADP NOUN"
"615"	"PRON ADP NUM"
"616"	"PRON ADP PRON"
"617"	"PRON ADP PRT"
"618"	"PRON ADP VERB"
"619"	"PRON ADV ADJ"
"620"	"PRON ADV ADP"
"621"	"PRON ADV ADV"
"622"	"PRON ADV CONJ"
"623"	"PRON ADV DET"
"624"	"PRON ADV NOUN"
"625"	"PRON ADV NUM"
"626"	"PRON ADV PRON"
"627"	"PRON ADV PRT"
"628"	"PRON ADV VERB"
"629"	"PRON CONJ ADJ"
"630"	"PRON CONJ ADP"
"631"	"PRON CONJ ADV"
"632"	"PRON CONJ CONJ"
"633"	"PRON CONJ DET"
"634"	"PRON CONJ NOUN"
"635"	"PRON CONJ NUM"
"636"	"PRON CONJ PRON"
"637"	"PRON CONJ PRT"
"638"	"PRON CONJ VERB"
"639"	"PRON DET ADJ"
"640"	"PRON DET ADP"
"641"	"PRON DET ADV"
"642"	"PRON DET CONJ"
"643"	"PRON DET NOUN"
"644"	"PRON DET NUM"
"645"	"PRON DET PRON"
"646"	"PRON DET PRT"
"647"	"PRON DET VERB"
"648"	"PRON NOUN ADJ"
"649"	"PRON NOUN ADP"
"650"	"PRON NOUN ADV"
"651"	"PRON NOUN CONJ"
"652"	"PRON NOUN DET"
"653"	"PRON NOUN NOUN"
"654"	"PRON NOUN NUM"
"655"	"PRON NOUN PRON"
"656"	"PRON NOUN PRT"
"657"	"PRON NOUN VERB"
"658"	"PRON NUM ADJ"
"659"	"PRON NUM ADP"
"660"	"PRON NUM ADV"
"661"	"PRON NUM CONJ"
"662"	"PRON NUM DET"
"663"	"PRON NUM NOUN"
"664"	"PRON NUM NUM"
"665"	"PRON PRON ADJ"
"666"	"PRON PRON ADP"
"667"	"PRON PRON ADV"
"668"	"PRON PRON CONJ"
"669"	"PRON PRON DET"
"670"	"PRON PRON NOUN"
"671"	"PRON PRON NUM"
"672"	"PRON PRON PRON"
"673"	"PRON PRON PRT"
"674"	"PRON PRON VERB"
"675"	"PRON PRT ADJ"
"676"	"PRON PRT ADP"
"677"	"PRON PRT ADV"
"678"	"PRON PRT CONJ"
"679"	"PRON PRT DET"
"680"	"PRON PRT NOUN"
"681"	"PRON PRT PRON"
"682"	"PRON PRT PRT"
"683"	"PRON PRT VERB"
"684"	"PRON VERB ADJ"
"685"	"PRON VERB ADP"
"686"	"PRON VERB ADV"
"687"	"PRON VERB CONJ"
"688"	"PRON VERB DET"
"689"	"PRON VERB NOUN"
"690"	"PRON VERB NUM"
"691"	"PRON VERB PRON"
"692"	"PRON VERB PRT"
"693"	"PRON VERB VERB"
"694"	"PRT ADJ ADJ"
"695"	"PRT ADJ ADP"
"696"	"PRT ADJ ADV"
"697"	"PRT ADJ CONJ"
"698"	"PRT ADJ DET"
"699"	"PRT ADJ NOUN"
"700"	"PRT ADJ PRON"
"701"	"PRT ADJ PRT"
"702"	"PRT ADJ VERB"
"703"	"PRT ADP ADJ"
"704"	"PRT ADP ADP"
"705"	"PRT ADP ADV"
"706"	"PRT ADP CONJ"
"707"	"PRT ADP DET"
"708"	"PRT ADP NOUN"
"709"	"PRT ADP NUM"
"710"	"PRT ADP PRON"
"711"	"PRT ADP VERB"
"712"	"PRT ADV ADJ"
"713"	"PRT ADV ADP"
"714"	"PRT ADV ADV"
"715"	"PRT ADV CONJ"
"716"	"PRT ADV DET"
"717"	"PRT ADV NOUN"
"718"	"PRT ADV NUM"
"719"	"PRT ADV PRON"
"720"	"PRT ADV PRT"
"721"	"PRT ADV VERB"
"722"	"PRT CONJ ADJ"
"723"	"PRT CONJ ADP"
"724"	"PRT CONJ ADV"
"725"	"PRT CONJ CONJ"
"726"	"PRT CONJ DET"
"727"	"PRT CONJ NOUN"
"728"	"PRT CONJ PRON"
"729"	"PRT CONJ PRT"
"730"	"PRT CONJ VERB"
"731"	"PRT DET ADJ"
"732"	"PRT DET ADP"
"733"	"PRT DET ADV"
"734"	"PRT DET DET"
"735"	"PRT DET NOUN"
"736"	"PRT DET PRON"
"737"	"PRT NOUN ADP"
"738"	"PRT NOUN ADV"
"739"	"PRT NOUN CONJ"
"740"	"PRT NOUN DET"
"741"	"PRT NOUN NOUN"
"742"	"PRT NOUN VERB"
"743"	"PRT NUM ADP"
"744"	"PRT NUM NOUN"
"745"	"PRT PRON ADJ"
"746"	"PRT PRON ADP"
"747"	"PRT PRON ADV"
"748"	"PRT PRON CONJ"
"749"	"PRT PRON DET"
"750"	"PRT PRON NOUN"
"751"	"PRT PRON PRON"
"752"	"PRT PRON PRT"
"753"	"PRT PRON VERB"
"754"	"PRT PRT ADJ"
"755"	"PRT PRT ADV"
"756"	"PRT PRT CONJ"
"757"	"PRT PRT PRON"
"758"	"PRT PRT VERB"
"759"	"PRT VERB ADJ"
"760"	"PRT VERB ADP"
"761"	"PRT VERB ADV"
"762"	"PRT VERB CONJ"
"763"	"PRT VERB DET"
"764"	"PRT VERB NOUN"
"765"	"PRT VERB NUM"
"766"	"PRT VERB PRON"
"767"	"PRT VERB PRT"
"768"	"PRT VERB VERB"
"769"	"VERB ADJ ADJ"
"770"	"VERB ADJ ADP"
"771"	"VERB ADJ ADV"
"772"	"VERB ADJ CONJ"
"773"	"VERB ADJ DET"
"774"	"VERB ADJ NOUN"
"775"	"VERB ADJ NUM"
"776"	"VERB ADJ PRON"
"777"	"VERB ADJ PRT"
"778"	"VERB ADJ VERB"
"779"	"VERB ADP ADJ"
"780"	"VERB ADP ADP"
"781"	"VERB ADP ADV"
"782"	"VERB ADP CONJ"
"783"	"VERB ADP DET"
"784"	"VERB ADP NOUN"
"785"	"VERB ADP NUM"
"786"	"VERB ADP PRON"
"787"	"VERB ADP PRT"
"788"	"VERB ADP VERB"
"789"	"VERB ADV ADJ"
"790"	"VERB ADV ADP"
"791"	"VERB ADV ADV"
"792"	"VERB ADV CONJ"
"793"	"VERB ADV DET"
"794"	"VERB ADV NOUN"
"795"	"VERB ADV NUM"
"796"	"VERB ADV PRON"
"797"	"VERB ADV PRT"
"798"	"VERB ADV VERB"
"799"	"VERB CONJ ADJ"
"800"	"VERB CONJ ADP"
"801"	"VERB CONJ ADV"
"802"	"VERB CONJ CONJ"
"803"	"VERB CONJ DET"
"804"	"VERB CONJ NOUN"
"805"	"VERB CONJ NUM"
"806"	"VERB CONJ PRON"
"807"	"VERB CONJ PRT"
"808"	"VERB CONJ VERB"
"809"	"VERB DET ADJ"
"810"	"VERB DET ADP"
"811"	"VERB DET ADV"
"812"	"VERB DET CONJ"
"813"	"VERB DET DET"
"814"	"VERB DET NOUN"
"815"	"VERB DET NUM"
"816"	"VERB DET PRON"
"817"	"VERB DET PRT"
"818"	"VERB DET VERB"
"819"	"VERB NOUN ADJ"
"820"	"VERB NOUN ADP"
"821"	"VERB NOUN ADV"
"822"	"VERB NOUN CONJ"
"823"	"VERB NOUN DET"
"824"	"VERB NOUN NOUN"
"825"	"VERB NOUN NUM"
"826"	"VERB NOUN PRON"
"827"	"VERB NOUN PRT"
"828"	"VERB NOUN VERB"
"829"	"VERB NUM ADJ"
"830"	"VERB NUM ADP"
"831"	"VERB NUM ADV"
"832"	"VERB NUM DET"
"833"	"VERB NUM NOUN"
"834"	"VERB NUM NUM"
"835"	"VERB NUM PRON"
"836"	"VERB NUM PRT"
"837"	"VERB NUM VERB"
"838"	"VERB PRON ADJ"
